WATERBODY_CODE,Waterbody_LID,LOCNAME,TWS_code,neglondec,latdec,SA,LO
49208748,16-4420-54651,Barbara Lake,02AD,-87.80111111,49.34388889,2352.4,4
49208853,16-3634-54687,Black Sturgeon Lake,02AC,-88.88055556,49.35805556,5105.4,6
49209151,15-5833-54665,Horseshoe Lake,05PB,-91.85361111,49.34777778,-9999,-9999
49218901,16-3534-54692,Circle Lake,02AC,-89.01888889,49.36,388,4
49219015,15-6981-54703,Pakashkan Lake,04GB,-90.27194444,49.35555556,4737.1,5
49229346,15-4431-54685,Caviar Lake,05PD,-93.775,49.37472222,-9999,-9999
49229354,15-4342-54693,Dogpaw Lake,05PD,-93.90611111,49.37472222,-9999,-9999
49238919,16-3319-54724,Gennis Lake,02AD,-89.32944444,49.39,125.13,3
49239218,15-5503-54708,Stormy Lake,05QD,-92.30777778,49.38972222,-9999,-9999
49248033,17-5331-54730,Little Abitibi Lake,04ME,-80.54305556,49.41083333,3169.47,-9999
49248043,17-5202-54735,Humestone Lake,04ME,-80.72083333,49.41583333,98.1,-9999
49249008,15-7088-54764,Grew Lake,02AD,-90.12222222,49.40638889,272.7,4
49249247,15-5149-54725,Upper Manitou Lake,05PB,-92.79555556,49.40694444,-9999,-9999
49258501,16-6420-54760,Nagagami Lake,04JC,-85.04194444,49.42194444,5362.5,-9999
49259034,15-6775-54775,Wawang Lake,04GB,-90.55222222,49.42638889,2021.5,4
49268011,17-5590-54756,Wasicho Lake,04ME,-80.18666667,49.43222222,162.9,-9999
49268716,16-4802-54759,Wintering Lake,04JD,-87.28555556,49.43472222,1665.2,-9999
49269006,15-7111-54802,Holly Lake,02AD,-90.08805556,49.43972222,305.2,4
49269007,15-7085-54809,Loganberry Lake,02AD,-90.12361111,49.44666667,425.3,4
49269132,15-6059-54782,Little Sandbar Lake,05QA,-91.53972222,49.44916667,-9999,-9999
49269220,15-5477-54774,Long Lake,05QD,-92.3425,49.44972222,-9999,-9999
49278738,16-4548-54782,Parks Lake,02AD,-87.62305556,49.45638889,1574.9,4
49279053,15-6531-54804,Selwyn Lake,05QA,-90.88805556,49.45861111,958.1,-9999
49279317,15-4785-54790,Tadpole Lake,05QD,-93.2975,49.465,-9999,-9999
49279332,15-4602-54790,Atikwa Lake,05PD,-93.54888889,49.46472222,-9999,-9999
49288440,16-6697-54829,Nagagamisis Lake,04JC,-84.65722222,49.47722222,2331.1,-9999
49288533,16-6053-54810,White Otter Lake,02BB,-85.54694444,49.47472222,448.9,3
49308045,17-5206-54832,Pierre Lake,04ME,-80.715,49.50277778,-9999,-9999
49308500,16-6439-54864,Hiawatha Lake,04JC,-85.01194444,49.51527778,156.4,-9999
49308650,16-5079-54800,Long Lake,04JD,-86.89055556,49.475,12820.4,-9999
49309002,15-7163-54881,Kearns Lake,02AD,-90.01222222,49.50861111,905.9,5
49309336,15-4557-54838,Populus Lake,05PD,-93.61277778,49.50694444,-9999,-9999
49318720,16-4747-54847,South Beatty Lake,02AD,-87.34861111,49.52083333,278.35,3
49319237,15-5275-54864,Whitewater Lake,05QD,-92.62083333,49.53194444,-9999,-9999
49319350,15-4395-54864,Dryberry Lake,05PD,-93.83694444,49.52916667,-9999,-9999
49329111,15-6304-54898,Sowden Lake,05QA,-91.1975,49.54916667,-9999,-9999
49329123,15-6164-54885,Cecil Lake,05QA,-91.39166667,49.53944444,-9999,-9999
49329404,15-4218-54877,Black Lake,05PD,-94.08138889,49.53888889,-9999,-9999
49338047,17-5149-54886,Montreuil Lake,04ME,-80.79388889,49.55138889,486.5,-9999
49339140,15-5965-54891,Indian Lake,05QA,-91.66638889,49.54888889,-9999,-9999
49349149,15-5853-54894,Mameigwess Lake,05QA,-91.82555556,49.55083333,-9999,-9999
49349153,15-5802-54916,Mud Lake,05QA,-91.89166667,49.57361111,-9999,-9999
49367959,17-5735-54944,Burntbush Lake,04NB,-79.98138889,49.6,56.56,-9999
49369245,15-5172-54948,Godson Lake,05QD,-92.76166667,49.60777778,-9999,-9999
49378625,16-5406-54956,McKay Lake,02BB,-86.43805556,49.61333333,3131.6,5
49379132,15-6048-54975,Victoria Lake,05QA,-91.54333333,49.62444444,-9999,-9999
49379249,15-5124-54968,DorÚ Lake,05QD,-92.82833333,49.62583333,-9999,-9999
49379405,15-4216-54977,Andy Lake,05PD,-94.08638889,49.62916667,-9999,-9999
49398940,16-3069-55034,Holinshead Lake,02AD,-89.67583333,49.65416667,2254.3,6
49409415,15-4100-55022,Blindfold Lake,05PD,-94.2525,49.66916667,-9999,-9999
49419033,15-6767-55061,Little Metionga Lake,04GB,-90.53527778,49.68333333,729.58,5
49419058,15-6457-55062,Mattawa Lake,05QA,-90.98027778,49.69305556,-9999,-9999
49419132,15-6046-55042,Gooch Lake,05QA,-91.54944444,49.6925,-9999,-9999
49419141,15-5948-55051,Heathwalt Lake,05QA,-91.695,49.69833333,-9999,-9999
49428241,17-3790-55066,Zadi Lake,04LL,-82.67833333,49.70166667,663.6,-9999
49428652,16-5087-55041,Kenogamisis Lake - Outflow Basin,04JD,-86.86972222,49.71611111,4165.2,-9999
49428653,16-5087-55041,Kenogamisis Lake,04JD,-86.87916667,49.69111111,-9999,-9999
49428657,16-5087-55041,Kenogamisis Lake - Barton's Bay,04JD,-86.94055556,49.69888889,4165.2,-9999
49428736,16-4566-55070,Beatty Lake,02AD,-87.60194444,49.71583333,699.3,3
49438606,16-5657-55074,Pagwachuan Lake,04JD,-86.08861111,49.7175,2714.8,-9999
49439015,15-6979-55108,Empire Lake,04GB,-90.25472222,49.71916667,677.1,3
49439024,15-6869-55111,Brightsand Lake,04GB,-90.40694444,49.72527778,1112.7,5
49439028,15-6824-55113,Metionga Lake,04GB,-90.46861111,49.72027778,2029.5,5
49439110,15-6321-55100,Crystal Lake,05QA,-91.16805556,49.72944444,-9999,-9999
49439118,15-6217-55096,Wintering Lake,05QA,-91.31222222,49.72888889,-9999,-9999
49439150,15-5837-55088,Arethusa Lake,05QA,-91.83916667,49.7275,-9999,-9999
49439350,15-4390-55083,Porcus Lake,05PD,-93.84638889,49.72583333,-9999,-9999
49439410,15-4148-55077,Dogtooth Lake,05PD,-94.18222222,49.71777778,-9999,-9999
49439418,15-4058-55081,Longbow Lake,05PD,-94.3075,49.71972222,-9999,-9999
49448043,17-5208-55103,Sand Lake,04KB,-80.71722222,49.74527778,130.1,-9999
49448711,16-4882-55089,Wildgoose Lake,02AD,-87.175,49.72638889,1738.5,4
49449227,15-5396-55107,Hartman Lake,05QA,-92.45027778,49.74972222,-9999,-9999
49458016,17-5521-55108,Little Kesagami Lake,04NC,-80.27638889,49.74916667,513.3,-9999
49458221,17-4019-55121,Guilfoyle Lake,04LL,-82.36111111,49.75527778,758.6,-9999
49469141,15-5946-55139,Kukukus Lake,05QA,-91.68638889,49.77194444,-9999,-9999
49469400,15-4279-55138,Hawk Lake,05PD,-94.00138889,49.77416667,-9999,-9999
49479129,15-6090-55164,Press Lake,05QA,-91.48527778,49.79222222,-9999,-9999
49479240,15-5241-55137,Thunder Lake,05QD,-92.66583333,49.77722222,-9999,-9999
49479502,15-3532-55170,Whitefish Lake,05PE,-95.03972222,49.78916667,-9999,-9999
49488552,16-5818-55170,Klotz Lake,04JD,-85.86277778,49.80194444,830.1,-9999
49489054,15-6500-55194,Bell Lake,05QA,-90.91527778,49.81055556,4169.6,-9999
49489452,15-3654-55172,Pickerel Lake,05PE,-94.87111111,49.79444444,-9999,-9999
49499010,15-7031-55216,Sparkling Lake,04GB,-90.17722222,49.81416667,1266,5
49499154,15-5782-55201,Amik Lake,05QA,-91.9125,49.83055556,-9999,-9999
49499221,15-5463-55189,Big Sandy Lake,05QA,-92.35638889,49.82305556,-9999,-9999
49518005,17-5662-55201,Kattawagami Lake,04NC,-80.07916667,49.83194444,2551.8,-9999
49518740,16-4521-55219,Pinel Lake,02AD,-87.6725,49.85583333,86.22,2
49519342,15-4487-55234,Augite Lake,05QD,-93.71444444,49.86305556,-9999,-9999
49519425,15-3982-55227,Black Sturgeon Lakes,05PE,-94.43305556,49.85361111,-9999,-9999
49528922,16-3297-55263,Crevasse Lake,02AD,-89.37027778,49.86722222,114.6,2
49529018,15-6931-55274,Rude Lake,04GB,-90.31333333,49.87,507.8,3
49529410,15-4153-55253,Silver Lake,05PE,-94.17861111,49.87638889,-9999,-9999
49539105,15-6600-55380,Sturgeon Lake,05QA,-91.08222222,49.87833333,-9999,-9999
49539117,15-6233-55269,Towers Lake,05QA,-91.28666667,49.88888889,-9999,-9999
49539345,15-4452-55268,Little Gordon Lake,05QD,-93.76333333,49.89277778,-9999,-9999
49539500,15-3559-55281,Malachi Lake,05PE,-95.00638889,49.89027778,-9999,-9999
49548002,17-5694-55282,Whaleshead Lake,04NC,-80.03333333,49.90194444,174.9,-9999
49549057,15-6600-55380,Sturgeon Lake,05QA,-90.95,49.9,-9999,-9999
49549235,15-5293-55287,Gullwing Lake,05QD,-92.59166667,49.91166667,-9999,-9999
49549350,15-4399-55286,Daniels Lake,05QD,-93.8375,49.90861111,-9999,-9999
49558253,17-3644-55310,Hillmer Lake,04LL,-82.88333333,49.91666667,-9999,-9999
49558900,16-3557-55322,Cry Lake,02AD,-89.01111111,49.92638889,246.7,0
49559057,15-6600-55380,Sturgeon Lake   Lyon Cr.,05QA,-90.86027778,49.92222222,21412.7,-9999
49569014,15-6985-55358,Harmon Lake,04GB,-90.23416667,49.94388889,2823.4,6
49569332,15-4606-55329,Edward Lake,05QD,-93.54972222,49.94916667,-9999,-9999
49578644,16-5188-55331,Burrows Lake,04JD,-86.73833333,49.95222222,1761.3,-9999
49578922,16-3346-55390,Obonga Lake,02AD,-89.3075,49.98277778,3578.4,6
49579100,15-6600-55380,Sturgeon Lake,05QA,-91.00805556,49.98194444,-9999,-9999
49579257,15-5026-55337,Rugby Lake,05QD,-92.96361111,49.95777778,-9999,-9999
49579358,15-4298-55335,Big Island Lake,05QD,-93.97833333,49.95166667,-9999,-9999
49579414,15-4115-55351,Cross Lake,05PE,-94.23416667,49.96388889,-9999,-9999
49588555,16-5774-55353,Shacabac Lake,04JD,-85.92055556,49.96666667,755.2,-9999
49588615,16-5538-55350,Chipman Lake,04JD,-86.23972222,49.98361111,2610.33,-9999
49589046,15-6600-55380,Sturgeon Lake,05QA,-90.76888889,49.97472222,21412.7,-9999
49589354,15-4351-55357,Shrub Lake,05QD,-93.90527778,49.9725,-9999,-9999
49599135,15-6011-55383,Bawden Lake,05QA,-91.58972222,49.99055556,-9999,-9999
49599344,15-4470-55367,Canyon Lake,05QD,-93.73944444,49.98194444,-9999,-9999
50008726,16-4688-55390,Onaman Lake,02AD,-87.43583333,50.00472222,10838,4
50009330,15-4642-55404,Eye Lake,05QD,-93.50722222,50.01527778,-9999,-9999
50009453,15-3653-55394,Cygnet Lake,05PE,-94.88,49.99361111,-9999,-9999
50019413,15-4124-55428,Old Man Lake,05QE,-94.22277778,50.0325,-9999,-9999
50029404,15-4238-55430,Tom Lake,05QE,-94.06444444,50.03638889,-9999,-9999
50039021,15-6890-55500,Seseganaga Lake,04GB,-90.35305556,50.06583333,10736.9,6
50039104,15-6378-55460,Gibraltar Lake,05QA,-91.07583333,50.0525,-9999,-9999
50039330,15-4653-55440,Clay Lake,05QD,-93.48555556,50.04916667,-9999,-9999
50049010,15-7048-55476,Wapikaimaski Lake,04GB,-90.13944444,50.04777778,3116.3,6
50058900,16-3576-55491,Wabinosh Lake,02AD,-88.99027778,50.07916667,1755.6,7
50059236,15-5282-55495,Mold Lake,05QB,-92.60638889,50.09916667,-9999,-9999
50059403,15-4250-55493,Delaney Lake,05QE,-94.04861111,50.09305556,-9999,-9999
50068928,16-3237-55525,Maggotte Lake,02AD,-89.46555556,50.10055556,118.7,4
50068941,16-3076-55545,Sandison Lake,02AD,-89.69222222,50.11611111,272.7,5
50078913,16-3411-55531,Bukemiga Lake,02AD,-89.22194444,50.11083333,791.3,5
50088747,16-4433-55531,Elbow Lake,02AD,-87.79333333,50.12972222,321.5,4
50088905,16-3500-55543,Waweig Lake,02AD,-89.09888889,50.12361111,1158.26,5
50099115,15-6244-55581,Singapore Lake,05QA,-91.25861111,50.16361111,-9999,-9999
50099444,15-3755-55568,Blueberry Lake,05PE,-94.74333333,50.15222222,-9999,-9999
50108753,16-4359-55570,Frank Lake,02AD,-87.89694444,50.16361111,514.91,3
50109203,15-5670-55575,Richardson Lake,05QB,-92.06222222,50.16805556,-9999,-9999
50109252,15-5085-55575,Thaddeus Lake,05QE,-92.88138889,50.17138889,-9999,-9999
50129010,15-7008-55644,Kawaweogama Lake,04GB,-90.18611111,50.19694444,3547.9,6
50129441,15-3795-55615,Snook Lake,05QE,-94.68888889,50.19527778,-9999,-9999
50138034,17-5325-55608,Nettogami Lake,04KB,-80.54416667,50.20027778,-9999,-9999
50158957,16-2890-55711,Redhead Lake,04GB,-89.95833333,50.25972222,-9999,4
50169022,15-6863-55732,Heathcote Lake,04GB,-90.38138889,50.28277778,-9999,-9999
50179333,15-4602-55724,Sup Lake,05QE,-93.55861111,50.30388889,-9999,-9999
50189308,15-4900-55708,Perrault Lake,05QE,-93.14083333,50.29111111,-9999,-9999
50189318,15-4785-55574,Cliff Lake,05QE,-93.30111111,50.17083333,-9999,-9999
50189445,15-3754-55732,Umfreville Lake,05QE,-94.80611111,50.28083333,-9999,-9999
50209147,15-5866-55770,Expanse Lake,05QB,-91.78361111,50.34083333,-9999,-9999
50209359,15-4305-55763,Tide Lake,05QE,-93.98361111,50.33777778,-9999,-9999
50209400,15-4305-55763,Ball Lake (North Basin),05QE,-94,50.33333333,-9999,-9999
50219130,15-6060-55787,Hik Lake,05QB,-91.51,50.3525,-9999,-9999
50219358,15-4305-55763,Maynard Lake,05QE,-93.96666667,50.35,-9999,-9999
50229020,15-6889-55829,Smye Lake,04GB,-90.34444444,50.36972222,281.5,-9999
50238015,17-5547-55801,Kesagami Lake,04NC,-80.23,50.37277778,17120,-9999
50249021,15-6881-55875,Silver Lake,04GA,-90.35333333,50.41166667,153.66,-9999
50269123,15-6143-55885,Bury Lake,05QB,-91.39111111,50.43638889,-9999,-9999
50269313,15-4880-55820,Wabaskang Lake,05QE,-93.16888889,50.39194444,-9999,-9999
50279226,15-5394-55901,Spruce Lake,05QB,-92.445,50.46388889,-9999,-9999
50299025,15-6825-55952,Savant Lake,04GA,-90.4275,50.48222222,12041.3,-9999
50309433,15-3895-55970,Wyder Lake,05QE,-94.55916667,50.51611111,-9999,-9999
50319225,15-5413-55979,Birmingham Lake,05QB,-92.41722222,50.52666667,-9999,-9999
50319331,15-4634-55960,Zizania Lake,05QE,-93.50583333,50.52388889,-9999,-9999
50339220,15-5464-56006,Wapesi Lake,05QB,-92.34555556,50.5575,-9999,-9999
50339401,15-4270-56011,Conifer Lake,05QE,-94.03111111,50.55916667,-9999,-9999
50379032,15-6742-56100,Fitchie Lake,04GA,-90.53722222,50.61805556,1095.6,-9999
50379116,15-6217-56090,Carling Lake,05QB,-91.28027778,50.62222222,-9999,-9999
50388946,16-3020-56135,Wabakimi Lake,04GB,-89.78194444,50.64333333,6795.6,7
50389503,15-3543-56122,Wingiskus Lake,05RA,-95.06138889,50.645,-9999,-9999
50409409,15-4187-56135,Confusion Lake,05QE,-94.15138889,50.67,-9999,-9999
50439042,15-6620-56188,DeLesseps Lake,04GA,-90.70638889,50.7,4569.4,-9999
50439054,15-6471-56202,Arc Lake,04GA,-90.90666667,50.71694444,599.3,-9999
50449310,15-4894-56194,Wenasaga Lake,05QB,-93.15027778,50.72861111,-9999,-9999
50459330,15-4660-56220,Pakwash Lake,05QC,-93.48166667,50.75055556,-9999,-9999
50469032,15-6733-56270,Minchin Lake,04GA,-90.54361111,50.76694444,1561.1,-9999
50469408,15-4172-56262,Longlegged Lake,05QE,-94.17444444,50.78388889,-9999,-9999
50499050,15-6523-56318,Miniss Lake,04GA,-90.84055556,50.81638889,6314.3,-9999
50499257,15-5035-56302,Bluffy Lake,05QB,-92.95083333,50.82583333,-9999,-9999
50529017,15-6908-56374,McCrea Lake,04GA,-90.28972222,50.85861111,3741.2,-9999
50539041,15-6617-56410,Bertaud Lake,04GA,-90.69972222,50.89944444,414.68,-9999
50539403,15-4255-56385,Upper Medicine Stone Lake,05QC,-94.05972222,50.89555556,-9999,-9999
50569005,15-7043-56488,Greenbush Lake,04GC,-90.10333333,50.93944444,2870.6,-9999
50569416,15-4109-56434,Onnie Lake,05QC,-94.26777778,50.9375,-9999,-9999
50589018,15-6895-56512,Pashkokogan Lake,04GA,-90.30083333,50.98277778,6606.4,-9999
51009223,15-5433-56498,Jubilee Lake,05QB,-92.39972222,51.01055556,-9999,-9999
51049243,15-5210-56629,Confederation Lake - Southwest Basin,05QC,-92.71666667,51.06666667,-9999,-9999
51059208,15-5605-56599,Jeanette Lake,05QB,-92.13638889,51.08972222,-9999,-9999
51059244,15-5210-56629,Confederation Lake,05QC,-92.70888889,51.10527778,-9999,-9999
51059402,15-4269-56605,Hammell Lake,05QC,-94.04472222,51.09361111,-9999,-9999
51088757,16-4324-56660,I291 Lake,04GD,-87.96638889,51.13833333,535.6,-9999
51129241,15-5213-56724,Premier Lake,05QC,-92.69472222,51.20416667,-9999,-9999
51158837,16-3864-56799,Weese Lake,04GD,-88.6275,51.26138889,-9999,-9999
51159315,15-4784-56717,Trout Lake,05QC,-93.30944444,51.19861111,-9999,-9999
51169350,15-4414-56807,Little Vermilion Lake,05QC,-93.84027778,51.27638889,-9999,-9999
51179229,15-5349-56812,Grace Lake,04GA,-92.49861111,51.28722222,-9999,-9999
51209258,15-5045-56849,Shabu Lake,04GA,-92.93972222,51.31416667,-9999,-9999
51209335,15-4589-56848,Coli Lake,05QC,-93.59,51.31527778,-9999,-9999
51229306,15-4919-56922,Blair Lake,05QC,-93.11472222,51.37388889,-9999,-9999
51249221,15-5452-56951,Birch Lake,04GA,-92.35083333,51.40694444,-9999,-9999
51289330,15-4613-57020,Nungesser Lake,05QC,-93.55805556,51.47,-9999,-9999
51329356,15-4356-57093,Kirkness Lake,05RC,-93.92666667,51.53222222,-9999,-9999
51359244,15-5209-57140,Wavell Lake,05RC,-92.69888889,51.57777778,-9999,-9999
51459323,15-4741-57335,Silcox Lake,05RC,-93.37472222,51.75361111,-9999,-9999
51489359,15-4304-57399,Pikangikum Lake,05RC,-93.99611111,51.80222222,-9999,-9999
52059228,15-5365-57696,Tutu Lake,04CB,-92.46694444,52.07638889,-9999,-9999
52319255,15-5061-58179,North Spirit Lake,04CA,-92.91527778,52.51555556,-9999,-9999
52359132,15-5988-58262,Windigo Lake,04CB,-91.53555556,52.58138889,-9999,-9999
52539153,15-5751-58597,Nikip Lake,04CB,-91.89388889,52.89722222,-9999,-9999
52568723,16-4753-58628,Winisk Lake,04DA,-87.39333333,52.93888889,-9999,-9999
53019302,15-5000-58758,Sandy Lake,04CA,-93.03722222,53.01916667,-9999,-9999
53088816,16-4137-58866,No Name Lake 21,04DA,-88.27277778,53.14833333,-9999,-9999
53439006,15-6978-59597,Big Trout Lake,04CE,-90.1,53.71666667,-9999,-9999
53459000,15-6978-59597,Big Trout Lake,04CE,-90.00722222,53.78333333,-9999,-9999
53469252,15-5089-59670,Lingman Lake,04AD,-92.85194444,53.85472222,-9999,-9999
53509000,15-6978-59597,Big Trout Lake,04CE,-90,53.83333333,-9999,-9999
53588614,16-5494-59810,Wild Berry Lake,04DC,-86.24388889,53.97666667,-9999,-9999
54088502,16-6284-60018,Pine Lake,04EA,-85.03972222,54.14638889,-9999,-9999
54098541,16-5856-60025,Shamattawa Lake (Winisk River),04DC,-85.68916667,54.165,-9999,-9999
54208500,16-6292-60223,Spruce Lake,04EA,-85.01361111,54.33444444,-9999,-9999
54319214,15-5492-60415,Echoing Lake,04AE,-92.24,54.52055556,-9999,-9999
